NAME,MSINI,A,PER,ECC,OM,T0,K,ORBREF,ORBURL,FIRSTREF,FIRSTURL,HD,HIPP,RA,DEC,RA_STRING,DEC_STRING,V,VURL,VREF,J,I,DEPTH,T14,TT,MASS,R,AR,B,RSTAR,MSTAR,STAR,TEFF,LOGG,FE,ETDNAME,ETDURL,SIMBADNAME,SIMBADURL,TRANSIT,TRANSITURL,TRANSITREF,OTHERNAME,KS,H
,mjupiter,au,day,,deg,jd,m/s,,,,,,,hr,deg,,,,,,,deg,,day,,mjupiter,rjupiter,,,rsun,msun,,k,,,,,,,,,,,,
Kepler-11 b,0.01352,0.0910985,10.30375,0,90,2454971.5052,,Lissauer 2011,http://adsabs.harvard.edu/abs/2011Natur.470...53L,Lissauer 2011,http://adsabs.harvard.edu/abs/2011Natur.470...53L,,,19.80767277770572,41.90913055525886,19:48:27.622,+41:54:32.87,,,,12.548,88.5,0.000268304,0.1675,2454971.5052,0.0135246,0.175752,,0.46,1.1,0.95,Kepler-11,5680,4.3,0,Kepler-11 b,http://var2.astro.cz/ETD/etd.php?STARNAME=Kepler-11&PLANET=b,GSC 03144-00002,http://simbad.harvard.edu/simbad/sim-id?Ident=GSC+03144-00002,1,http://adsabs.harvard.edu/abs/2011Natur.470...53L,Lissauer 2011,KOI-157,12.18,12.237
Kepler-27 c,0,0.168484,31.3309,0,90,2454986.4274,,Steffen 2012,http://adsabs.harvard.edu/abs/2012MNRAS.421.2342S,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,,,19.48244999991523,41.08583333333333,19:28:56.82,+41:05:09.00,,,,14.48,,0.00355097,0.197917,2454986.4274,0,0.436759,54.1,0,0.59,0.65,Kepler-27,5400,5.4,0.41,,,Kepler-27,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-27,1,http://adsabs.harvard.edu/abs/2012MNRAS.421.2342S,Steffen 2012,KOI-841,14.12,14.03
Kepler-7 b,0.436942,0.0622369,4.885525,0,90,2454967.27571,42.9,Latham 2010,http://adsabs.harvard.edu/abs/2010ApJ...713L.140L,Latham 2010,http://adsabs.harvard.edu/abs/2010ApJ...713L.140L,,,19.23876666651832,41.08980555534363,19:14:19.56,+41:05:23.3,,,,11.833,86.5,0.00679141,0.216366,2454967.27571,0.437758,1.478,7.22,0.445,1.843,1.347,Kepler-7,5933,3.98,0.11,Kepler-7 b,http://var2.astro.cz/ETD/etd.php?STARNAME=Kepler-7&PLANET=b,2MASS J19141956+4105233,http://simbad.harvard.edu/simbad/sim-id?Ident=2MASS+J19141956%2B4105233,1,http://adsabs.harvard.edu/abs/2010ApJ...713L.140L,Latham 2010,KOI-97,11.535,11.601
WASP-24 b,1.08429,0.0365155,2.3412127,0,90,2455081.37941,148.2,Simpson 2011,http://adsabs.harvard.edu/abs/2011MNRAS.tmp..600S,Street 2010,http://adsabs.harvard.edu/abs/2010ApJ...720..337S,,,15.14770527733697,2.343319444656372,15:08:51.739,+02:20:35.95,11.306,,,10.457,83.64,0.01008,0.111845,2455081.37941,1.091,1.3,5.98,0.653,1.331,1.184,WASP-24,6075,4.263,,WASP-24 b,http://var2.astro.cz/ETD/etd.php?STARNAME=WASP-24&PLANET=b,TYC 339-329-1,http://simbad.harvard.edu/simbad/sim-id?Ident=TYC+339-329-1,1,http://adsabs.harvard.edu/abs/2010ApJ...720..337S,Street 2010,2MASS J15085174+0220358,10.148,10.219
HAT-P-29 b,0.778006,0.0666842,5.723186,0.095,169,2455198.664,78.3,Buchhave 2011,http://adsabs.harvard.edu/abs/2011ApJ...733..116B,Buchhave 2011,http://adsabs.harvard.edu/abs/2011ApJ...733..116B,,,2.208748333189223,51.77876944435967,02:12:31.494,+51:46:43.57,11.83,,,10.648,87.1,0.00859329,0.1407,2455197.5754,0.779004,1.107,11.7,0.591,1.224,1.207,HAT-P-29,6087,4.34,0.21,HAT-P-29 b,http://var2.astro.cz/ETD/etd.php?STARNAME=HAT-P-29&PLANET=b,TYC 3293-1539-1,http://simbad.harvard.edu/simbad/sim-id?Ident=TYC+3293-1539-1,1,http://adsabs.harvard.edu/abs/2011ApJ...733..116B,Buchhave 2011,2MASS J02123147+5146435,10.297,10.395
Kepler-38 b,,0.429659,105.595,0,,,,Orosz 2012,http://adsabs.harvard.edu/abs/2012ApJ...758...87O,Orosz 2012,http://adsabs.harvard.edu/abs/2012ApJ...758...87O,,,19.12202222241296,42.26791944450802,19:07:19.28,+42:16:04.51,,,,,89.446,,,,,0.387735,17.9791,,1.757,0.949,Kepler-38,5623,,-0.11,,,,,1,http://adsabs.harvard.edu/abs/2012ApJ...758...87O,Orosz 2012,KOI-1740,,
HAT-P-11 b,0.0825071,0.0525443,4.8878162,0.198,355.2,2454609.800713,11.6,Bakos 2010,http://adsabs.harvard.edu/abs/2010ApJ...710.1724B,Bakos 2010,http://adsabs.harvard.edu/abs/2010ApJ...710.1724B,,97657,19.84726018466667,48.08029556,19:50:50.137,+48:04:49.06,9.578,,,7.607,88.5,0.003318,0.0957,2454605.89132,0.0825354,0.422,15.58,0.347,0.75,0.81,HAT-P-11,4780,4.59,0.31,HAT-P-11 b,http://var2.astro.cz/ETD/etd.php?STARNAME=HAT-P-11&PLANET=b,HAT-P-11,http://simbad.harvard.edu/simbad/sim-id?Ident=HAT-P-11,1,http://adsabs.harvard.edu/abs/2010ApJ...710.1724B,Bakos 2010,,7.009,7.131
CoRoT-19 b,1.10724,0.0516604,3.89713,0.047,,,126,Guenther 2012,http://adsabs.harvard.edu/abs/2012A%26A...537A.136G,Guenther 2012,http://adsabs.harvard.edu/abs/2012A%26A...537A.136G,,,6.468905277782016,-0.1706944444444444,06:28:08.059,-00:10:14.5,14.007,http://adsabs.harvard.edu/abs/2012A%26A...537A.136G,Guenther 2012,12.324,88,0.00617796,0.195833,2455257.44104,1.10792,1.29,6.7,0.24,1.65,1.21,CoRoT-19,6090,4.07,-0.02,CoRoT-19 b,http://var2.astro.cz/ETD/etd.php?STARNAME=CoRoT-19&PLANET=b,CoRoT-19,http://simbad.harvard.edu/simbad/sim-id?Ident=CoRoT-19,1,http://adsabs.harvard.edu/abs/2012A%26A...537A.136G,Guenther 2012,2MASS J06280805-0010144,11.837,11.961
HAT-P-4 b,0.671507,0.0443853,3.056536,0,90,2454245.8154,81.1,Kovacs 2007,http://adsabs.harvard.edu/abs/2007ApJ...670L..41K,Kovacs 2007,http://adsabs.harvard.edu/abs/2007ApJ...670L..41K,,,15.33275555504693,36.22963888910082,15:19:57.92,+36:13:46.7,11.2,,,,89.91,0.006724,0.1775,2454245.8154,0.671507,1.274,6.04,0.01,1.596,1.248,HAT-P-4,5860,4.36,0.24,HAT-P-4 b,http://var2.astro.cz/ETD/etd.php?STARNAME=HAT-P-4&PLANET=b,HAT-P-4,http://simbad.harvard.edu/simbad/sim-id?Ident=HAT-P-4,1,http://adsabs.harvard.edu/abs/2008ApJ...677.1324T,Torres 2008,GSC 0259-01599,,
HAT-P-21 b,4.07346,0.0494951,4.124481,0.228,309,2454995.014,548.3,Bakos 2011,http://adsabs.harvard.edu/abs/2011ApJ...742..116B,Bakos 2011,http://adsabs.harvard.edu/abs/2011ApJ...742..116B,,,11.41832999997669,41.02795833375719,11:25:05.988,+41:01:40.65,11.685,,,10.503,87.2,0.009025,0.153,2454996.41312,4.07833,1.024,9.6,0.546,1.105,0.947,HAT-P-21,5588,4.33,0.01,HAT-P-21 b,http://var2.astro.cz/ETD/etd.php?STARNAME=HAT-P-21&PLANET=b,TYC 3013-1229-1,http://simbad.harvard.edu/simbad/sim-id?Ident=TYC+3013-1229-1,1,http://adsabs.harvard.edu/abs/2011ApJ...742..116B,Bakos 2011,2MASS J11250598+4101406,10.111,10.154
WASP-45 b,1.00188,0.0405459,3.1260876,0,90,2455441.26925,148.3,Anderson 2012,http://adsabs.harvard.edu/abs/2012MNRAS.422.1988A,Anderson 2012,http://adsabs.harvard.edu/abs/2012MNRAS.422.1988A,,,0.349165833791097,-35.99827777756585,00:20:56.997,-35:59:53.8,12,,,10.753,84.47,0.01495,0.0746,2455441.26925,1.00657,1.16,9.22,0.888,0.945,0.909,WASP-45,5140,4.445,,WASP-45 b,http://var2.astro.cz/ETD/etd.php?STARNAME=WASP-45&PLANET=b,WASP-45,http://simbad.harvard.edu/simbad/sim-id?Ident=WASP-45,1,http://adsabs.harvard.edu/abs/2012MNRAS.422.1988A,Anderson 2012,2MASS J00205699-3559537,10.294,10.365
Kepler-17 b,2.47651,0.0267923,1.4857108,0,90,2455185.678035,399,Desert 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...14D,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,,,19.89301944414775,47.815,19:53:34.87,47:48:54.0,13.78,,,12.99,87.22,0.0169799,0.0948333,2455185.678035,2.47943,1.33,5.48,0.268,1.05,1.16,Kepler-17,5781,4.53,0.26,,,2MASS J19533486+4748540,http://simbad.harvard.edu/simbad/sim-id?Ident=2MASS+J19533486%2B4748540,1,http://adsabs.harvard.edu/abs/2011ApJS..197...14D,Desert 2011,KOI-203,12.58,12.67
HAT-P-33 b,0.76507,0.0502683,3.474474,0.148,96,2455100.545,82.8,Hartman 2011,http://adsabs.harvard.edu/abs/2011ApJ...742...59H,Hartman 2011,http://adsabs.harvard.edu/abs/2011ApJ...742...59H,,,7.545616110695732,33.83503333330155,07:32:44.218,+33:50:06.12,11.03,,,10.263,86.7,0.0111725,0.1836,2455100.50255,0.766341,1.827,6.08,0.325,1.777,1.403,HAT-P-33,6401,4.09,0.05,HAT-P-33 b,http://var2.astro.cz/ETD/etd.php?STARNAME=HAT-P-33&PLANET=b,HAT-P-33,http://simbad.harvard.edu/simbad/sim-id?Ident=HAT-P-33,1,http://adsabs.harvard.edu/abs/2011ApJ...742...59H,Hartman 2011,2MASS J07324421+3350061,10.004,10.061
WASP-46 b,2.08495,0.0244921,1.43037,0,90,2455392.31553,387,Anderson 2012,http://adsabs.harvard.edu/abs/2012MNRAS.422.1988A,Anderson 2012,http://adsabs.harvard.edu/abs/2012MNRAS.422.1988A,,,21.24912805557251,-55.87177777767182,21:14:56.861,-55:52:18.4,12.9,,,11.753,82.63,0.02155,0.06973,2455392.31553,2.10232,1.31,5.74,0.737,0.917,0.956,WASP-46,5620,4.493,-0.37,WASP-46 b,http://var2.astro.cz/ETD/etd.php?STARNAME=WASP-46&PLANET=b,WASP-46,http://simbad.harvard.edu/simbad/sim-id?Ident=WASP-46,1,http://adsabs.harvard.edu/abs/2012MNRAS.422.1988A,Anderson 2012,2MASS J21145687-5552184,11.401,11.465
HAT-P-1 b,0.531143,0.0553326,4.4652934,0,90,2454363.94656,60.3,Bakos 2007,http://adsabs.harvard.edu/abs/2007ApJ...656..552B,Bakos 2007,http://adsabs.harvard.edu/abs/2007ApJ...656..552B,,,22.96300694465637,38.67495277775658,22:57:46.825,+38:40:29.83,10.33,,,9.156,86.11,0.0126338,0.116427,2454363.94656,0.532369,1.242,10.47,0.712,1.135,1.133,HAT-P-1,5975,4.382,0.13,HAT-P-1 b,http://var2.astro.cz/ETD/etd.php?STARNAME=HAT-P-1&PLANET=b,HAT-P-1,http://simbad.harvard.edu/simbad/sim-id?Ident=HAT-P-1,1,http://adsabs.harvard.edu/abs/2008ApJ...677.1324T,Torres 2008,ADS 16402B,8.858,8.923
OGLE2-TR-L9 b,4.50213,0.0413279,2.4855335,0,90,2454492.79765,510,Snellen 2009,http://adsabs.harvard.edu/abs/2009A%26A...497..545S,Snellen 2009,http://adsabs.harvard.edu/abs/2009A%26A...497..545S,,,11.13199472215441,-61.14625,11:07:55.181,-61:08:46.5,,,,13.51,79.8,0.0117657,0.15712,2454492.79765,4.57442,1.61,4.1148,0.7699,1.53,1.52,OGLE2-TR-L9,6933,4.25,0,OGLE-TR-L9 b,http://var2.astro.cz/ETD/etd.php?STARNAME=OGLE-TR-L9&PLANET=b,OGLE2-TR L9,http://simbad.harvard.edu/simbad/sim-id?Ident=OGLE2-TR+L9,1,http://adsabs.harvard.edu/abs/2009A%26A...497..545S,Snellen 2009,,13.117,13.25
Kepler-54 b,,0.0626016,8.0109434,,,,,Steffen 2013,http://adsabs.harvard.edu/abs/2013MNRAS.428.1077S,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,,,19.65160000006358,43.05616666687859,19:39:05.76,+43:03:22.2,,,,,,,0.142204,2455003.20573,,0.187182,,0.9482,0.5,0.51,Kepler-54,3705,4.75,,,,,,1,http://adsabs.harvard.edu/abs/2013MNRAS.428.1077S,Steffen 2013,KOI-886,,
WASP-22 b,0.559004,0.0468682,3.53269,0.023,27,2454779.641,70,Maxted 2010,http://adsabs.harvard.edu/abs/2010AJ....140.2007M,Maxted 2010,http://adsabs.harvard.edu/abs/2010AJ....140.2007M,,,3.521201110945808,-23.81969444433848,03:31:16.324,-23:49:10.9,12,,,10.634,89.2,0.0104,0.137,2454780.2496,0.559059,1.12,8.90832,0.13,1.13,1.1,WASP-22,6000,4.5,-0.05,WASP-22 b,http://var2.astro.cz/ETD/etd.php?STARNAME=WASP-22&PLANET=b,WASP-22,http://simbad.harvard.edu/simbad/sim-id?Ident=WASP-22,1,http://adsabs.harvard.edu/abs/2010AJ....140.2007M,Maxted 2010,2MASS J03311633-2349109,10.318,10.392
WASP-2 b,0.904818,0.0312729,2.1522254,0,90,2453991.51428,155,Triaud 2010,http://adsabs.harvard.edu/abs/2010A%26A...524A..25T,Collier-Cameron 2007,http://adsabs.harvard.edu/abs/2007MNRAS.375..951C,,,20.51503611140781,6.429547221925524,20:30:54.130,+06:25:46.37,11.88,,,10.166,84.73,0.01802,0.07372,2453991.51428,0.908659,1.077,8.01282,0.737,0.84,0.88,WASP-2,5200,4.537,0.1,WASP-2 b,http://var2.astro.cz/ETD/etd.php?STARNAME=WASP-2&PLANET=b,WASP-2,http://simbad.harvard.edu/simbad/sim-id?Ident=WASP-2,1,http://adsabs.harvard.edu/abs/2010A%26A...524A..25T,Triaud 2010,GSC 00522-01199,9.632,9.752
Kepler-30 c,0,0.300013,60.3231,0.0111,311,2455334.736,,Sanchis-Ojeda 2012,http://adsabs.harvard.edu/abs/2012ApJ...750..114F,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,,,19.01890833324856,47.49122222211626,19:01:08.07,+47:29:28.4,,,,14,89.68,0.0162,0.2392,2455357.887,2.01385,1.09635,,0.4,0.95,0.99,Kepler-30,5498,4.77,0.18,,,Kepler-30,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-30,1,http://adsabs.harvard.edu/abs/2012Natur.487..449S,Sanchis-Ojeda 2012,KOI-806,13.58,13.62
WASP-34 b,0.581308,0.0520747,4.3176782,0.038,319.8,2454646.032649,72.1,Smalley 2011,http://adsabs.harvard.edu/abs/2011A%26A...526A.130S,Smalley 2011,http://adsabs.harvard.edu/abs/2011A%26A...526A.130S,,,11.02663722250197,-23.86063888867696,11:01:35.894,-23:51:38.3,10.28,,,9.172,85.2,0.01261,0.0876,2454647.55358,0.583354,1.22,12.1193,0.904,0.93,1.01,WASP-34,5700,4.5,-0.02,WASP-34 b,http://var2.astro.cz/ETD/etd.php?STARNAME=WASP-34&PLANET=b,CD-23 9677,http://simbad.harvard.edu/simbad/sim-id?Ident=CD-23+9677,1,http://adsabs.harvard.edu/abs/2011A%26A...526A.130S,Smalley 2011,2MASS J11013589-2351382,8.792,8.842
HAT-P-22 b,2.14822,0.0414094,3.21222,0.016,156,2454930.794,313.3,Bakos 2011,http://adsabs.harvard.edu/abs/2011ApJ...742..116B,Bakos 2011,http://adsabs.harvard.edu/abs/2011ApJ...742..116B,233731,,10.37877466625637,50.12834194395278,10:22:43.5888,+50:07:42.031,9.732,,,8.293,86.9,0.0113422,0.1196,2454930.22001,2.15137,1.08,8.55,0.466,1.04,0.916,HAT-P-22,5302,4.36,0.24,HAT-P-22 b,http://var2.astro.cz/ETD/etd.php?STARNAME=HAT-P-22&PLANET=b,HD 233731,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+233731,1,http://adsabs.harvard.edu/abs/2011ApJ...742..116B,Bakos 2011,2MASS J10224361+5007420,7.837,7.935
CoRoT-7 b,0.0155646,0.0171897,0.853585,0,90,2454398.0767,3.5,Queloz 2009,http://adsabs.harvard.edu/abs/2009A%26A...506..303Q,Queloz 2009 ; Leger 2009,http://adsabs.harvard.edu/abs/2009A%26A...506..303Q ; http://adsabs.harvard.edu/abs/2009A%26A...506..287L,,,6.730408333672417,-1.063027778201633,06:43:49.470,-01:03:46.9,11.668,,,10.31,80.1,0.0003497,0.046875,2454398.0767,0.0157999,0.1498,3.54797,0.61,0.87,0.93,CoRoT-7,5275,4.5,0.05,CoRoT-7 b,http://var2.astro.cz/ETD/etd.php?STARNAME=CoRoT-7&PLANET=b,CoRoT-Exo-7,http://simbad.harvard.edu/simbad/sim-id?Ident=CoRoT-Exo-7,1,http://adsabs.harvard.edu/abs/2009A%26A...506..287L,Leger 2009,2MASS 06434947-0103468,9.806,9.88
HATS-1 b,1.85957,0.0444708,3.446459,0.12,123.417,2455241.542,254.1,Penev 2013,http://adsabs.harvard.edu/abs/2013AJ....145....5P,Penev 2013,http://adsabs.harvard.edu/abs/2013AJ....145....5P,,,11.70168888886769,-23.35483333322737,11:42:06.080,-23:21:17.4,12.05,,,10.924,85.6,0.0165894,0.1007,2455241.28722,1.86507,1.302,9.2,0.633,1.038,0.986,HATS-1,5870,4.4,-0.06,HATS-1 b,http://var2.astro.cz/ETD/etd.php?STARNAME=HATS-1&PLANET=b,HATS-1,http://simbad.harvard.edu/simbad/sim-id?Ident=HATS-1,1,http://adsabs.harvard.edu/abs/2013AJ....145....5P,Penev 2013,2MASS J11420608-2321174,10.58,10.634
HD 80606 b,3.89024,0.447343,111.4367,0.934,300.6,2454424.857,472,Moutou 2009,http://adsabs.harvard.edu/abs/2009A%26A...498L...5M,Naef 2001,http://adsabs.harvard.edu/abs/2001A%26A...375L..27N,80606,45982,9.377090531333332,50.60370469,09:22:37.526,+50:36:13.34,9.06,,,7.701,89.285,0.0111725,0.504,2454876.344,3.89054,1.029,99.4262,0.75,0.98,0.958,HD 80606,5572.51,4.43883,0.342509,HD80606 b,http://var2.astro.cz/ETD/etd.php?STARNAME=HD80606&PLANET=b,HD 80606,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+80606,1,http://adsabs.harvard.edu/abs/2009MNRAS.396L..16F,Fossey 2009,,7.315,7.4
Kepler-45 b,0.510798,0.0298817,2.455239,0.11,230,2455001.441,110,Johnson 2012,http://adsabs.harvard.edu/abs/2012AJ....143..111J,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,,,19.52485972245534,41.06426944414774,19:31:29.495,+41:03:51.37,16.88,,,13.749,87,0.03204,0.0454625,2455003.82108,0.511499,0.96,10.6,0.6,0.55,0.59,Kepler-45,3820,4.7,0.13,,,KOI-254,http://simbad.harvard.edu/simbad/sim-id?Ident=KOI-254,1,http://adsabs.harvard.edu/abs/2012AJ....143..111J,Johnson 2012,KOI-254,12.89,13.077
Kepler-68 b,0.0238819,0.061775,5.398763,0,90,2455006.85729,2.63,Gilliland 2013,http://adsabs.harvard.edu/abs/2013ApJ...766...40G,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,,,19.40215555561913,49.04027777777777,19:24:07.76,+49:02:25.0,10.08,,,9,87.6,0.000289,0.14706,2455006.85729,0.026183,0.205901,10.68,0.45,1.243,1.079,Kepler-68,5793,4.281,0.12,,,Kepler-68,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-68,1,http://adsabs.harvard.edu/abs/2013ApJ...766...40G,Gilliland 2013,KIC 11295426,8.6,8.7
WASP-78 b,0.877779,0.0361391,2.17517656,0,90,2455882.35904,113.8,Smalley 2012,http://adsabs.harvard.edu/abs/2012A%26A...547A..61S,Smalley 2012,http://adsabs.harvard.edu/abs/2012A%26A...547A..61S,,,4.250418055554231,-22.11641666624281,04:15:01.505,-22:06:59.1,11.96,http://adsabs.harvard.edu/abs/2012A%26A...547A..61S,Smalley 2012,11.286,83.2,0.0065,0.1953,2455882.35904,0.883997,1.7,,0.417,2.2,1.33,WASP-78,6100,4.1,-0.35,,,WASP-78,http://simbad.harvard.edu/simbad/sim-id?Ident=WASP-78,1,http://adsabs.harvard.edu/abs/2012A%26A...547A..61S,Smalley 2012,,11.008,11.084
Kepler-53 c,,0.221868,38.5583038,,,,,Steffen 2013,http://adsabs.harvard.edu/abs/2013MNRAS.428.1077S,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,,,19.36411944495307,40.5625,19:21:50.83,+40:33:45.0,,,,14.252,,,0.209008,2454996.84816,,0.282556,,0.663,0.89,0.98,Kepler-53,5858,4.53,,,,Kepler-53,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-53,1,http://adsabs.harvard.edu/abs/2013MNRAS.428.1077S,Steffen 2013,KOI-829,13.81,13.91
TrES-3 b,1.87299,0.0227178,1.30618581,0,90,2454185.9101,369,Sozzetti 2009,http://adsabs.harvard.edu/abs/2009ApJ...691.1145S,O'Donovan 2007,http://adsabs.harvard.edu/abs/2007ApJ...663L..37O,,,17.86861944450272,37.54613888846503,17:52:07.03,+37:32:46.1,12.402,,,11.015,81.85,0.0273903,0.0574474,2454185.9101,1.91,1.336,5.926,0.84,0.812,0.915,TrES-3,5650,4.581,-0.19,TrES-3 b,http://var2.astro.cz/ETD/etd.php?STARNAME=TrES-3&PLANET=b,TrES-3,http://simbad.harvard.edu/simbad/sim-id?Ident=TrES-3,1,http://adsabs.harvard.edu/abs/2009ApJ...691.1145S,Sozzetti 2009,GSC 03089-00929,10.608,10.655
Kepler-10 c,0,0.239651,45.29485,,90,2454971.6861,,Fressin 2011,http://adsabs.harvard.edu/abs/2011ApJS..197....5F,Batalha 2011,http://adsabs.harvard.edu/abs/2011ApJ...729...27B,,,19.04529527770148,50.24131944444444,19:02:43.063,+50:14:28.75,,,,9.889,89.65,0.000375584,0.285958,2454971.6761,0,0.198671,49.1,0.299,1.056,0.895,Kepler-10,5627,4.341,-0.15,Kepler-10 c,http://var2.astro.cz/ETD/etd.php?STARNAME=Kepler-10&PLANET=c,Kepler-10,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-10,1,http://adsabs.harvard.edu/abs/2011ApJS..197....5F,Fressin 2011,KOI-72,9.496,9.563
Kepler-6 b,0.668332,0.0456089,3.234723,0,90,2454954.48636,80.9,Dunham 2010,http://adsabs.harvard.edu/abs/2010ApJ...713L.136D,Dunham 2010,http://adsabs.harvard.edu/abs/2010ApJ...713L.136D,,,19.78915000014835,48.23994444423252,19:47:20.94,+48:14:23.8,,,,12.001,86.8,0.00966092,0.164201,2454954.48636,0.669376,1.323,7.05,0.398,1.391,1.209,Kepler-6,5647,4.236,0.34,Kepler-6 b,http://var2.astro.cz/ETD/etd.php?STARNAME=Kepler-6&PLANET=b,2MASS J19472094+4814238,http://simbad.harvard.edu/simbad/sim-id?Ident=2MASS+J19472094%2B4814238,1,http://adsabs.harvard.edu/abs/2010ApJ...713L.136D,Dunham 2010,KOI-17,11.634,11.706
HAT-P-26 b,0.0586313,0.0478684,4.234516,0.124,54,2455304.319,8.5,Hartman 2011,http://adsabs.harvard.edu/abs/2011ApJ...728..138H,Hartman 2011,http://adsabs.harvard.edu/abs/2011ApJ...728..138H,,,14.21042694409688,4.060036111407809,14:12:37.537,+04:03:36.13,11.744,,,10.08,88.6,0.00543169,0.1023,2455304.65122,0.0586489,0.565,13.06,0.303,0.788,0.816,HAT-P-26,5079,4.56,-0.04,HAT-P-26 b,http://var2.astro.cz/ETD/etd.php?STARNAME=HAT-P-26&PLANET=b,TYC 320-1027-1,http://simbad.harvard.edu/simbad/sim-id?Ident=TYC+320-1027-1,1,http://adsabs.harvard.edu/abs/2011ApJ...728..138H,Hartman 2011,2MASS J14123753+0403359,9.581,9.685
Kepler-20 e,0,0.063351,6.098493,0,,2454968.9336,,Fressin 2012,http://adsabs.harvard.edu/abs/2012Natur.482..195F,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,,,19.17986777729458,42.33869444423252,19:10:47.524,+42:20:19.30,12.51,,,11.252,87.5,0.0000707281,0.132523,2454968.9336,0,0.0773688,11.56,0.63,0.944,0.912,Kepler-20,5466,4.443,0.02,Kepler-20 e,http://var2.astro.cz/ETD/etd.php?STARNAME=Kepler-20&PLANET=e,Kepler-20,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-20,1,http://adsabs.harvard.edu/abs/2012Natur.482..195F,Fressin 2012,KOI-70,10.871,10.91
CoRoT-11 b,2.33146,0.0440549,2.99433,0,90,2454597.679,280,Gandolfi 2010,http://adsabs.harvard.edu/abs/2010A&A...524A..55G,Gandolfi 2010,http://adsabs.harvard.edu/abs/2010A&A...524A..55G,,,18.71248527738783,5.937694444391463,18:42:44.947,+05:56:15.70,12.8,,,11.589,83.17,0.011449,0.1042,2454597.679,2.34813,1.43,6.89,0.818,1.37,1.27,CoRoT-11,6440,4.22,-0.03,CoRoT-11 b,http://var2.astro.cz/ETD/etd.php?STARNAME=CoRoT-11&PLANET=b,CoRoT-Exo-11b,http://simbad.harvard.edu/simbad/sim-id?Ident=CoRoT-Exo-11b,1,http://adsabs.harvard.edu/abs/2010A&A...524A..55G,Gandolfi 2010,2MASS 18424494+0556156,11.248,11.416
GJ 436 b,0.0725512,0.0287188,2.64385,0.16,351,2451551.716,18.34,Maness 2007,http://adsabs.harvard.edu/abs/2007PASP..119...90M,Butler 2004,http://adsabs.harvard.edu/abs/2004ApJ...617..580B,,57087,11.70291904466667,26.70854783,11:42:10.509,+26:42:30.77,10.68,,,6.9,86.36,0.006956,0.0317,2454415.62074,0.0726979,0.3767,13.34,0.848,0.464,0.452,GJ 436,3350,4.843,,GJ436 b,http://var2.astro.cz/ETD/etd.php?STARNAME=GJ436&PLANET=b,GJ 436,http://simbad.harvard.edu/simbad/sim-id?Ident=GJ+436,1,http://adsabs.harvard.edu/abs/2008ApJ...677.1324T,Torres 2008,,6.073,6.319
WASP-37 b,1.79324,0.0446312,3.577469,0,90,2455338.6188,250.7,Simpson 2011,http://adsabs.harvard.edu/abs/2011AJ....141....8S,Simpson 2011,http://adsabs.harvard.edu/abs/2011AJ....141....8S,,,14.79626944435967,1.064972222646078,14:47:46.57,+01:03:53.9,12.704,,,11.499,88.82,0.01427,0.1304,2455338.6188,1.79362,1.16,9.567,0.198,1.003,0.925,WASP-37,5800,4.25,-0.4,WASP-37 b,http://var2.astro.cz/ETD/etd.php?STARNAME=WASP-37&PLANET=b,GSC 00326-00658,http://simbad.harvard.edu/simbad/sim-id?Ident=GSC+00326-00658,1,http://adsabs.harvard.edu/abs/2011AJ....141....8S,Simpson 2011,2MASS J14474655+0103538,11.093,11.181
HAT-P-40 b,0.619927,0.060845,4.457243,0,90,2455813.17584,58.1,Hartman 2012,http://adsabs.harvard.edu/abs/2012AJ....144..139H,Hartman 2012,http://adsabs.harvard.edu/abs/2012AJ....144..139H,,,22.3675,45.45738888899486,22:22:03.00,+45:27:26.6,11.34,,,10.367,88.3,0.00651249,0.2557,2455813.17584,0.6202,1.73,5.92,0.174,2.206,1.512,HAT-P-40,6080,3.93,0.22,,,TYC 3607-1028-1,http://simbad.harvard.edu/simbad/sim-id?Ident=TYC+3607-1028-1,1,http://adsabs.harvard.edu/abs/2012AJ....144..139H,Hartman 2012,,10.009,10.085
