A,AUPPER,ALOWER,UA,AREF,AURL,AR,ARUPPER,ARLOWER,UAR,ARREF,ARURL,ASTROMETRY,B,BUPPER,BLOWER,UB,BREF,BURL,BIGOM,BIGOMUPPER,BIGOMLOWER,UBIGOM,BIGOMREF,BIGOMURL,BINARY,BINARYREF,BINARYURL,BMV,CHI2,COMP,DATE,DEC,DEC_STRING,DENSITY,DENSITYUPPER,DENSITYLOWER,UDENSITY,DENSITYREF,DENSITYURL,DEPTH,DEPTHUPPER,DEPTHLOWER,UDEPTH,DEPTHREF,DEPTHURL,DIST,DISTUPPER,DISTLOWER,UDIST,DISTREF,DISTURL,DR,DRUPPER,DRLOWER,UDR,DRREF,DRURL,DVDT,DVDTUPPER,DVDTLOWER,UDVDT,DVDTREF,DVDTURL,EANAME,EAURL,ECC,ECCUPPER,ECCLOWER,UECC,ECCREF,ECCURL,EOD,ETDNAME,ETDURL,FE,FEUPPER,FELOWER,UFE,FEREF,FEURL,FIRSTREF,FIRSTURL,FREEZE_ECC,GAMMA,GAMMAUPPER,GAMMALOWER,UGAMMA,GAMMAREF,GAMMAURL,GL,GRAVITY,GRAVITYUPPER,GRAVITYLOWER,UGRAVITY,GRAVITYREF,GRAVITYURL,H,HD,HIPP,HR,I,IUPPER,ILOWER,UI,IREF,IURL,IMAGING,J,JSNAME,EPEURL,K,KUPPER,KLOWER,UK,KREF,KURL,KOI,KS,KP,LAMBDA,LAMBDAUPPER,LAMBDALOWER,ULAMBDA,LAMBDAREF,LAMBDAURL,LOGG,LOGGUPPER,LOGGLOWER,ULOGG,LOGGREF,LOGGURL,MASS,MASSUPPER,MASSLOWER,UMASS,MASSREF,MASSURL,MICROLENSING,MSINI,MSINIUPPER,MSINILOWER,UMSINI,MSINIREF,MSINIURL,MSTAR,MSTARUPPER,MSTARLOWER,UMSTAR,MSTARREF,MSTARURL,MULT,NAME,NCOMP,NOBS,OM,OMUPPER,OMLOWER,UOM,OMREF,OMURL,ORBREF,ORBURL,OTHERNAME,PAR,PARUPPER,PARLOWER,UPAR,PER,PERUPPER,PERLOWER,UPER,PERREF,PERURL,PLANETDISCMETH,R,RUPPER,RLOWER,UR,RREF,RURL,RA,RA_STRING,RHK,RHOSTAR,RHOSTARUPPER,RHOSTARLOWER,URHOSTAR,RHOSTARREF,RHOSTARURL,RMS,RR,RRUPPER,RRLOWER,URR,RRREF,RRURL,RSTAR,RSTARUPPER,RSTARLOWER,URSTAR,RSTARREF,RSTARURL,SAO,SE,SEREF,SEURL,SEDEPTHJ,SEDEPTHJUPPER,SEDEPTHJLOWER,USEDEPTHJ,SEDEPTHJREF,SEDEPTHJURL,SEDEPTHH,SEDEPTHHUPPER,SEDEPTHHLOWER,USEDEPTHH,SEDEPTHHREF,SEDEPTHHURL,SEDEPTHKS,SEDEPTHKSUPPER,SEDEPTHKSLOWER,USEDEPTHKS,SEDEPTHKSREF,SEDEPTHKSURL,SEDEPTHKP,SEDEPTHKPUPPER,SEDEPTHKPLOWER,USEDEPTHKP,SEDEPTHKPREF,SEDEPTHKPURL,SEDEPTH36,SEDEPTH36UPPER,SEDEPTH36LOWER,USEDEPTH36,SEDEPTH36REF,SEDEPTH36URL,SEDEPTH45,SEDEPTH45UPPER,SEDEPTH45LOWER,USEDEPTH45,SEDEPTH45REF,SEDEPTH45URL,SEDEPTH58,SEDEPTH58UPPER,SEDEPTH58LOWER,USEDEPTH58,SEDEPTH58REF,SEDEPTH58URL,SEDEPTH80,SEDEPTH80UPPER,SEDEPTH80LOWER,USEDEPTH80,SEDEPTH80REF,SEDEPTH80URL,SEP,SEPUPPER,SEPLOWER,USEP,SEPREF,SEPURL,SET,SETUPPER,SETLOWER,USET,SETREF,SETURL,SHK,SIMBADNAME,SIMBADURL,SPECREF,SPECURL,STAR,STARDISCMETH,T0,T0UPPER,T0LOWER,UT0,T0REF,T0URL,T14,T14UPPER,T14LOWER,UT14,T14REF,T14URL,TEFF,TEFFUPPER,TEFFLOWER,UTEFF,TEFFREF,TEFFURL,TIMING,TRANSIT,TRANSITREF,TRANSITURL,TREND,TT,TTUPPER,TTLOWER,UTT,TTREF,TTURL,V,VREF,VURL,VSINI,VSINIUPPER,VSINILOWER,UVSINI,VSINIREF,VSINIURL,KEPID,KDE
0.0367693,0.000701704,0.000701704,0.000701704,Calculated,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,5.929,0.02196,0.02196,0.02196,Joshi 2009,http://adsabs.harvard.edu/abs/2009MNRAS.392.1532J,0,0.535,0.031,0.040999999999999995,0.036,Joshi 2009,http://adsabs.harvard.edu/abs/2009MNRAS.392.1532J,,,,,,,0,,,0.46,,b,2009,21.89471611128913,+21:53:40.978,4.65633,0.636,0.9866,0.8113,Joshi 2009,http://adsabs.harvard.edu/abs/2009MNRAS.392.1532J,0.0102,0.00025,0.00025,0.00025,Joshi 2009,http://adsabs.harvard.edu/abs/2009MNRAS.392.1532J,160.0,15.6235,13.070699999999999,14.3471,Joshi 2009,http://adsabs.harvard.edu/abs/2009MNRAS.392.1532J,,,,,Joshi 2009,http://adsabs.harvard.edu/abs/2009MNRAS.392.1532J,,,,,,,WASP-14 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=WASP-14+b&type=PLANET+HOST,0.091,0.003,0.003,0.003,Joshi 2009,http://adsabs.harvard.edu/abs/2009MNRAS.392.1532J,1,WASP-14 b,http://var2.astro.cz/ETD/etd.php?STARNAME=WASP-14&PLANET=b,0.0,0.2,0.2,0.2,Joshi 2009,http://adsabs.harvard.edu/abs/2009MNRAS.392.1532J,Joshi 2009,http://adsabs.harvard.edu/abs/2009MNRAS.392.1532J,0,-5.627,0.318,0.318,0.318,Chubak 2012,http://arxiv.org/abs/1207.6212,,4.04534,0.0112075,0.0112075,0.0112075,Calculated,http://adsabs.harvard.edu/abs/2007MNRAS.379L..11S,8.65,,,,84.32,0.67,0.57,0.62,Joshi 2009,http://adsabs.harvard.edu/abs/2009MNRAS.392.1532J,0,8.869,WASP-14,http://exoplanet.eu/star.php?st=WASP-14,993.0,3.0,3.0,3.0,Joshi 2009,http://adsabs.harvard.edu/abs/2009MNRAS.392.1532J,,8.621,,-33.1,7.4,7.4,7.4,Johnson 2009,http://adsabs.harvard.edu/abs/2009PASP..121.1104J,4.07,0.043,0.35700000000000004,0.2,Joshi 2009,http://adsabs.harvard.edu/abs/2009MNRAS.392.1532J,7.69234,,,,Calculated from MSINI and I,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,0,7.65457,0.293081,0.293081,0.293081,Calculated,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,1.31,0.05,0.09999999999999999,0.075,Enoch 2010,http://adsabs.harvard.edu/abs/2010A%26A...516A..33E,0,WASP-14 b,1,27,253.371,0.693,0.678,0.6855,Joshi 2009,http://adsabs.harvard.edu/abs/2009MNRAS.392.1532J,Joshi 2009,http://adsabs.harvard.edu/abs/2009MNRAS.392.1532J,,6.25,0.556,0.556,0.556,2.243752,1.0e-05,1.0e-05,1.0e-05,Joshi 2009,http://adsabs.harvard.edu/abs/2009MNRAS.392.1532J,Transit,1.281,0.075,0.082,0.0785,Joshi 2009,http://adsabs.harvard.edu/abs/2009MNRAS.392.1532J,14.5517638888624,14:33:06.35,,0.542,0.079,0.06000000000000001,0.0695,Joshi 2009,http://adsabs.harvard.edu/abs/2009MNRAS.392.1532J,10.0,,,,,,,1.31,0.07,0.07,0.07,Enoch 2010,http://adsabs.harvard.edu/abs/2010A%26A...516A..33E,83398,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00187,7.0e-05,7.0e-05,7.0e-05,Blecic 2011,http://arxiv.org/abs/1111.2363v1,0.00224,0.00018,0.00018,0.00018,Blecic 2011,http://arxiv.org/abs/1111.2363v1,,,,,,,0.00182,0.00022,0.00022,0.00022,Blecic 2011,http://arxiv.org/abs/1111.2363v1,0.0367693,0.000701704,0.000701704,0.000701704,Set to A,,,,,,,,,WASP-14,http://simbad.harvard.edu/simbad/sim-id?Ident=WASP-14,Joshi 2009,http://adsabs.harvard.edu/abs/2009MNRAS.392.1532J,WASP-14,Transit,2454462.3304,0.00053,0.00053,0.00053,Joshi 2009,http://adsabs.harvard.edu/abs/2009MNRAS.392.1532J,0.1275,0.0028,0.0031,0.00295,Joshi 2009,http://adsabs.harvard.edu/abs/2009MNRAS.392.1532J,6475.0,100.0,100.0,100.0,Joshi 2009,http://adsabs.harvard.edu/abs/2009MNRAS.392.1532J,0,1,Joshi 2009,http://adsabs.harvard.edu/abs/2009MNRAS.392.1532J,0,2454463.57583,0.00053,0.00053,0.00053,Joshi 2009,http://adsabs.harvard.edu/abs/2009MNRAS.392.1532J,9.75,Joshi 2009,http://adsabs.harvard.edu/abs/2009MNRAS.392.1532J,4.9,1.0,1.0,1.0,Joshi 2009,http://adsabs.harvard.edu/abs/2009MNRAS.392.1532J,,0
0.0825598,0.001376,0.001376,0.001376,Calculated,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,,,,,Steffen 2013,http://adsabs.harvard.edu/abs/2013MNRAS.428.1077S,0,0.8955,0.0849,0.0849,0.0849,Batalha 2013,http://adsabs.harvard.edu/abs/2013ApJS..204...24B,,,,,,,0,Steffen 2013,http://adsabs.harvard.edu/abs/2013MNRAS.428.1077S,,,b,2011,50.03361111111111,+50:02:01.0,,,,,Steffen 2013,http://adsabs.harvard.edu/abs/2013MNRAS.428.1077S,,,,,Steffen 2013,http://adsabs.harvard.edu/abs/2013MNRAS.428.1077S,,,,,,,6.6581,0.3115,0.3115,0.3115,Batalha 2013,http://adsabs.harvard.edu/abs/2013ApJS..204...24B,,,,,Steffen 2013,http://adsabs.harvard.edu/abs/2013MNRAS.428.1077S,Kepler-50 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-50+b&type=PLANET+HOST,,,,,Steffen 2013,http://adsabs.harvard.edu/abs/2013MNRAS.428.1077S,1,,,,,,,Batalha 2013,http://adsabs.harvard.edu/abs/2013ApJS..204...24B,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,0,,,,,,,,,,,,,,,,,,,,,,Steffen 2013,http://adsabs.harvard.edu/abs/2013MNRAS.428.1077S,0,,Kepler-50,http://exoplanet.eu/star.php?st=Kepler-50,,,,,Steffen 2013,http://adsabs.harvard.edu/abs/2013MNRAS.428.1077S,262.01,,10.421,,,,,,,3.98,,,,Batalha 2013,http://adsabs.harvard.edu/abs/2013ApJS..204...24B,,,,,,,0,,,,,Calculated,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,1.23,,,,Batalha 2013,http://adsabs.harvard.edu/abs/2013ApJS..204...24B,1,Kepler-50 b,2,,,,,,Steffen 2013,http://adsabs.harvard.edu/abs/2013MNRAS.428.1077S,Steffen 2013,http://adsabs.harvard.edu/abs/2013MNRAS.428.1077S,KOI-262,,,,,7.8125124,5.2e-05,5.2e-05,5.2e-05,Steffen 2013,http://adsabs.harvard.edu/abs/2013MNRAS.428.1077S,Transit,0.196096,,,,Steffen 2013,http://adsabs.harvard.edu/abs/2013MNRAS.428.1077S,19.20671944459279,19:12:24.19,,,,,,Steffen 2013,http://adsabs.harvard.edu/abs/2013MNRAS.428.1077S,,0.01074,0.00015,0.00015,0.00015,Steffen 2013,http://adsabs.harvard.edu/abs/2013MNRAS.428.1077S,1.88,,,,Batalha 2013,http://adsabs.harvard.edu/abs/2013ApJS..204...24B,,0,Predicted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0825598,0.001376,0.001376,0.001376,Set to A,,,,,,,,,,,Batalha 2013,http://adsabs.harvard.edu/abs/2013ApJS..204...24B,Kepler-50,Transit,,,,,Steffen 2013,http://adsabs.harvard.edu/abs/2013MNRAS.428.1077S,0.176829,,,,Steffen 2013,http://adsabs.harvard.edu/abs/2013MNRAS.428.1077S,6058.0,,,,Batalha 2013,http://adsabs.harvard.edu/abs/2013ApJS..204...24B,0,1,Steffen 2013,http://adsabs.harvard.edu/abs/2013MNRAS.428.1077S,0,2455005.63186,0.0022,0.0022,0.0022,Steffen 2013,http://adsabs.harvard.edu/abs/2013MNRAS.428.1077S,,,,,,,,Batalha 2013,http://adsabs.harvard.edu/abs/2013ApJS..204...24B,,1
0.0453704,0.000756174,0.000756174,0.000756174,Calculated,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,8.28,0.15,0.21,0.18,Gautier 2012,http://adsabs.harvard.edu/abs/2012ApJ...749...15G,0,0.633,0.025,0.020999999999999998,0.023,Gautier 2012,http://adsabs.harvard.edu/abs/2012ApJ...749...15G,,,,,,,0,Gautier 2012,http://adsabs.harvard.edu/abs/2012ApJ...749...15G,0.9,,b,2011,42.33869444423252,+42:20:19.30,6.5,2.0,2.7,2.35,Gautier 2012,http://adsabs.harvard.edu/abs/2012ApJ...749...15G,0.000344102,9.464e-06,1.1683e-05,1.05735e-05,Gautier 2012,http://adsabs.harvard.edu/abs/2012ApJ...749...15G,290.0,33.8657,27.453700000000005,30.6597,Gautier 2012,http://adsabs.harvard.edu/abs/2012ApJ...749...15G,,,,,Gautier 2012,http://adsabs.harvard.edu/abs/2012ApJ...749...15G,,,,,Gautier 2012,http://adsabs.harvard.edu/abs/2012ApJ...749...15G,Kepler-20 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-20+b&type=PLANET+HOST,0.0,0.32,0.0,0.16,Gautier 2012,http://adsabs.harvard.edu/abs/2012ApJ...749...15G,1,Kepler-20 b,http://var2.astro.cz/ETD/etd.php?STARNAME=Kepler-20&PLANET=b,0.01,0.04,0.04,0.04,Gautier 2012,http://adsabs.harvard.edu/abs/2012ApJ...749...15G,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,0,,,,,,,,3.16465,0.110438,0.110438,0.110438,Calculated,http://adsabs.harvard.edu/abs/2007MNRAS.379L..11S,10.91,,,,86.5,0.36,0.31000000000000005,0.335,Gautier 2012,http://adsabs.harvard.edu/abs/2012ApJ...749...15G,0,11.252,Kepler-20,http://exoplanet.eu/star.php?st=Kepler-20,3.72,0.76,1.09,0.925,Gautier 2012,http://adsabs.harvard.edu/abs/2012ApJ...749...15G,70.02,10.871,12.498,,,,,,,4.4,0.1,0.1,0.1,Gautier 2012,http://adsabs.harvard.edu/abs/2012ApJ...749...15G,0.0266646,,,,Calculated from MSINI and I,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,0,0.0266149,0.00667714,0.00667714,0.00667714,Calculated,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,0.912,0.034,0.034,0.034,Gautier 2012,http://adsabs.harvard.edu/abs/2012ApJ...749...15G,1,Kepler-20 b,5,30,79.2157,72.7969,72.7969,72.7969,Gautier 2012,http://adsabs.harvard.edu/abs/2012ApJ...749...15G,Gautier 2012,http://adsabs.harvard.edu/abs/2012ApJ...749...15G,KOI-70,3.44828,0.360577,0.360577,0.360577,3.6961219,4.3e-06,6.399999999999999e-06,5.35e-06,Gautier 2012,http://adsabs.harvard.edu/abs/2012ApJ...749...15G,Transit,0.170247,0.0106961,0.0187183,0.0147072,Gautier 2012,http://adsabs.harvard.edu/abs/2012ApJ...749...15G,19.17986777729458,19:10:47.524,-4.93,1.51,0.38,0.38,0.38,Gautier 2012,http://adsabs.harvard.edu/abs/2012ApJ...749...15G,,,,,,,,0.944,0.06,0.095,0.0775,Gautier 2012,http://adsabs.harvard.edu/abs/2012ApJ...749...15G,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0453704,0.000756174,0.000756174,0.000756174,Set to A,,,,,,,,,Kepler-20,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-20,Gautier 2012,http://adsabs.harvard.edu/abs/2012ApJ...749...15G,Kepler-20,Transit,2454966.34,1.58401,1.58401,1.58401,Gautier 2012,http://adsabs.harvard.edu/abs/2012ApJ...749...15G,0.113895,0.00239313,0.00239313,0.00239313,Calculated,http://adsabs.harvard.edu/abs/2003ApJ...585.1038S,5455.0,100.0,100.0,100.0,Gautier 2012,http://adsabs.harvard.edu/abs/2012ApJ...749...15G,0,1,Gautier 2012,http://adsabs.harvard.edu/abs/2012ApJ...749...15G,0,2454967.50027,0.00058,0.00068,0.00063,Gautier 2012,http://adsabs.harvard.edu/abs/2012ApJ...749...15G,12.51,,,,,,,Gautier 2012,http://adsabs.harvard.edu/abs/2012ApJ...749...15G,,1
0.0399488,0.000868452,0.000868452,0.000868452,Calculated,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,9.80392,0.288351,0.384467,0.336409,Brown 2012,http://adsabs.harvard.edu/abs/2012ApJ...760..139B,0,0.87,0.01,0.01,0.01,Brown 2012,http://adsabs.harvard.edu/abs/2012ApJ...760..139B,,,,,,,0,,,0.99,,b,2011,5.947361111111111,+05:56:50.5,0.771559,0.152214,0.152214,0.152214,Brown 2012,http://adsabs.harvard.edu/abs/2012ApJ...760..139B,0.0143,0.0005,0.0005,0.0005,Brown 2012,http://adsabs.harvard.edu/abs/2012ApJ...760..139B,204.0,14.0,14.0,14.0,Beky 2011,http://adsabs.harvard.edu/abs/2011arXiv1101.3511B,,,,,Brown 2012,http://adsabs.harvard.edu/abs/2012ApJ...760..139B,,,,,,,HAT-P-27 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=HAT-P-27+b&type=PLANET+HOST,0.0,,,,Brown 2012,http://adsabs.harvard.edu/abs/2012ApJ...760..139B,1,HAT-P-27/WASP-40 b,http://var2.astro.cz/ETD/etd.php?STARNAME=HAT-P-27/WASP-40&PLANET=b,0.14,0.11,0.11,0.11,Brown 2012,http://adsabs.harvard.edu/abs/2012ApJ...760..139B,Anderson 2011,http://adsabs.harvard.edu/abs/2011PASP..123..555A,0,,,,,,,,3.16797,0.0347796,0.0347796,0.0347796,Calculated,http://adsabs.harvard.edu/abs/2007MNRAS.379L..11S,10.249,,,,85.0,0.2,0.2,0.2,Brown 2012,http://adsabs.harvard.edu/abs/2012ApJ...760..139B,0,10.626,HAT-P-27/WASP-40,http://exoplanet.eu/star.php?st=HAT-P-27/WASP-40,91.2,2.0,2.0,2.0,Brown 2012,http://adsabs.harvard.edu/abs/2012ApJ...760..139B,,10.109,,24.2,76.0,44.5,60.25,Brown 2012,http://adsabs.harvard.edu/abs/2012ApJ...760..139B,4.5,0.2,0.2,0.2,Anderson 2011,http://adsabs.harvard.edu/abs/2011PASP..123..555A,0.617485,,,,Calculated from MSINI and I,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,0,0.615135,0.0299545,0.0299545,0.0299545,Calculated,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,0.92,0.06,0.06,0.06,Brown 2012,http://adsabs.harvard.edu/abs/2012ApJ...760..139B,0,HAT-P-27 b,1,44,90.0,,,,Brown 2012,http://adsabs.harvard.edu/abs/2012ApJ...760..139B,Brown 2012,http://adsabs.harvard.edu/abs/2012ApJ...760..139B,WASP-40,4.90196,-0.314805,0.314805,0.0,3.039577,5.0e-06,5.999999999999999e-06,5.5e-06,Brown 2012,http://adsabs.harvard.edu/abs/2012ApJ...760..139B,Transit,1.02,0.07,0.06,0.065,Brown 2012,http://adsabs.harvard.edu/abs/2012ApJ...760..139B,14.85116388890478,14:51:04.19,,1.94304,0.22528,0.18304,0.20416,Brown 2012,http://adsabs.harvard.edu/abs/2012ApJ...760..139B,,0.12,0.009,0.007000000000000001,0.008,Brown 2012,http://adsabs.harvard.edu/abs/2012ApJ...760..139B,0.87,0.04,0.04,0.04,Brown 2012,http://adsabs.harvard.edu/abs/2012ApJ...760..139B,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0399488,0.000868452,0.000868452,0.000868452,Set to A,,,,,,,,,HAT-P-27,http://simbad.harvard.edu/simbad/sim-id?Ident=HAT-P-27,Brown 2012,http://adsabs.harvard.edu/abs/2012ApJ...760..139B,HAT-P-27,Transit,2455407.9088,0.0002,0.0002,0.0002,Brown 2012,http://adsabs.harvard.edu/abs/2012ApJ...760..139B,0.07,0.001,0.002,0.0015,Brown 2012,http://adsabs.harvard.edu/abs/2012ApJ...760..139B,5190.0,160.0,170.0,165.0,Brown 2012,http://adsabs.harvard.edu/abs/2012ApJ...760..139B,0,1,Brown 2012,http://adsabs.harvard.edu/abs/2012ApJ...760..139B,0,2455407.9088,0.0002,0.0002,0.0002,Brown 2012,http://adsabs.harvard.edu/abs/2012ApJ...760..139B,12.2,Anderson 2011,http://adsabs.harvard.edu/abs/2011PASP..123..555A,0.6,0.7,0.40000000000000013,0.55,Brown 2012,http://adsabs.harvard.edu/abs/2012ApJ...760..139B,,0
1.74607,0.0481588,0.0481588,0.0481588,Calculated,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,,,,,,,0,,,,,,,,,,,,,0,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,1.009,,b,2011,24.64882426,+24:38:55.77,,,,,,,,,,,,,123.198,10.8321,9.2121,10.0221,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,,,,,,,0.0145205,0.00438356,0.00438356,0.00438356,Johnson 2011,,HD 116029 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=HD+116029+b&type=PLANET+HOST,0.0,0.21,0.0,0.105,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,1,,,0.18,0.03,0.03,0.03,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,0,-6.92256,0.181456,0.181456,0.181456,Chubak 2012,http://arxiv.org/abs/1207.6212,,,,,,Calculated,,5.65,116029,65117,,,,,,,,0,6.144,HD 116029,http://exoplanet.eu/star.php?st=HD+116029,36.6,3.1,3.1,3.1,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,,5.534,,,,,,,,3.4,0.06,0.06,0.06,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,2.1395,0.21145,0.21145,0.21145,Set to MSINI; I unknown,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,0,2.1395,0.21145,0.21145,0.21145,Calculated,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,1.58,0.12,0.12,0.12,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,0,HD 116029 b,1,21,397.0,80.0,80.0,80.0,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,2MASS J13203954+2438555,8.117,0.656,0.656,0.656,670.0,11.0,11.0,11.0,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,RV,,,,,,,13.344319768,13:20:39.551,,,,,,,,6.9,,,,,,,3.91233,0.125272,0.125272,0.125272,Calculated,http://adsabs.harvard.edu/abs/2010A%26ARv..18...67T,82792,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.74607,0.0481588,0.0481588,0.0481588,Set to A,,,,,,,,0.133,HD 116029,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+116029,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,HD 116029,RV,2455220.0,160.0,160.0,160.0,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,,,,,,,4951.0,44.0,44.0,44.0,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,0,0,,,1,,,,,,,8.04,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,0.46,0.5,0.5,0.5,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,,0
0.0515012,0.000858433,0.000858433,0.000858433,Calculated,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,,,,,,,0,,,,,,,,,,,,,0,,,0.654,,b,2007,18.64571275,+18:38:44.57,,,,,,,,,,,,,72.3066,4.08762,3.6723999999999997,3.88001,van Leeuwen 2009,http://adsabs.harvard.edu/abs/2007ASSL..350.....V,,,,,,,,,,,,,HD 219828 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=HD+219828+b&type=PLANET+HOST,0.0,,,,Melo 2007,http://adsabs.harvard.edu/abs/2007A%26A...467..721M,1,,,0.19,0.03,0.03,0.03,Melo 2007,http://adsabs.harvard.edu/abs/2007A%26A...467..721M,Melo 2007,http://adsabs.harvard.edu/abs/2007A%26A...467..721M,1,-24.1036,0.0748204,0.0748204,0.0748204,Chubak 2012,http://arxiv.org/abs/1207.6212,,0.0,0.0,0.0,0.0,CALCULATED,,6.613,219828,115100,,,,,,,,0,6.871,HD 219828,http://exoplanet.eu/star.php?st=HD+219828,7.0,0.5,0.5,0.5,Melo 2007,http://adsabs.harvard.edu/abs/2007A%26A...467..721M,,6.53,,,,,,,,4.18,0.02,0.02,0.02,Melo 2007,http://adsabs.harvard.edu/abs/2007A%26A...467..721M,0.0622185,0.00490429,0.00490429,0.00490429,Set to MSINI; I unknown,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,0,0.0622185,0.00490429,0.00490429,0.00490429,Calculated,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,1.24,,,,Melo 2007,http://adsabs.harvard.edu/abs/2007A%26A...467..721M,0,HD 219828 b,1,22,0.0,,,,Melo 2007,http://adsabs.harvard.edu/abs/2007A%26A...467..721M,Melo 2007,http://adsabs.harvard.edu/abs/2007A%26A...467..721M,,13.83,0.74,0.74,0.74,3.8334999,0.0013,0.0013,0.0013,Melo 2007,http://adsabs.harvard.edu/abs/2007A%26A...467..721M,RV,,,,,,,23.3129825,23:18:46.737,-5.04,,,,,,,1.7,,,,,,,1.4682,0.0471105,0.0471105,0.0471105,Calculated,http://adsabs.harvard.edu/abs/2010A%26ARv..18...67T,108526,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0515012,0.000858433,0.000858433,0.000858433,Set to A,,,,,,,,,HD 219828,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+219828,Melo 2007,http://adsabs.harvard.edu/abs/2007A%26A...467..721M,HD 219828,RV,2453898.629,0.071999997,0.071999997,0.071999997,Melo 2007,http://adsabs.harvard.edu/abs/2007A%26A...467..721M,,,,,,,5891.0,18.0,18.0,18.0,Melo 2007,http://adsabs.harvard.edu/abs/2007A%26A...467..721M,0,0,,,1,,,,,,,8.04,,,2.9,,,,Melo 2007,http://adsabs.harvard.edu/abs/2007A%26A...467..721M,,0
